PERIODO|ESTU_CONSECUTIVO|ESTU_ESTUDIANTE|ESTU_EDAD|ESTU_TIPO_DOCUMENTO|ESTU_PAIS_RESIDE|ESTU_GENERO|ESTU_FECHA_NACIMIENTO|ESTU_ETNIA|ESTU_LIMITA_MOTRIZ|ESTU_LIMITA_CONDICIONESPECIAL|ESTU_LIMITA_SDOWN|ESTU_LIMITA_AUTISMO|COLE_COD_MCPIO_UBICACION|ESTU_RESIDE_MCPIO|ESTU_RESIDE_DEPTO|ESTU_COD_RESIDE_MCPIO|ESTU_ZONA_RESIDE|COLE_COD_DANE_INSTITUCION|COLE_COD_ICFES|COLE_NOMBRE_SEDE|COLE_JORNADA|COLE_GENERO|COLE_CARACTER|COLE_NATURALEZA|COLE_BILINGUE|COLE_CALENDARIO|COLE_AREA_UBICACION|COLE_DEPTO_UBICACION|COLE_MCPIO_UBICACION|ESTU_COD_RESIDE_DEPTO|ESTU_AREA_RESIDE|ESTU_PRIVADO_LIBERTAD|ESTU_ACTUALMENTE_ESTUDIA|ESTU_ANO_TERMINO_BACHILL|FAMI_CUARTOS_HOGAR|FAMI_ESTRATO_VIVIENDA|ESTU_GRADO_CURSA_ACTUALMENTE|ESTU_SE_GRADUO_BACHILLER|FAMI_INGRESO_FMILIAR_MENSUAL|ESTU_MES_TERMINO_BACHILL|FAMI_EDUCA_MADRE|FAMI_EDUCA_PADRE|ESTU_OCUPACION_ACTUAL|FAMI_OCUPA_MADRE|FAMI_OCUPA_PADRE|ESTU_OTRO_PLANTEL|ESTU_COD_OTRO_PAIS_PLANTEL|FAMI_PERSONAS_HOGAR|FAMI_PISOSHOGAR|ESTU_COD_PLANTEL|FAMI_NIVEL_SISBEN|FAMI_AUTOMOVIL|FAMI_COMPUTADOR|FAMI_DVD|FAMI_HORNO|FAMI_MICROONDAS|FAMI_INTERNET|FAMI_LAVADORA|FAMI_NEVERA|FAMI_TELEFONO_FIJO|FAMI_TELEFONO_CELULAR|FAMI_SERVICIO_TELEVISION|ESTU_VECES_ESTADO|ESTU_COD_DEPTO_PRESENTACION|ESTU_COD_MCPIO_PRESENTACION|ESTU_MCPIO_PRESENTACION|ESTU_DEPTO_PRESENTACION|DECIL_LECTURA_CRITICA|DECIL_MATEMATICAS|DECIL_C_NATURALES|DECIL_SOCIALES_CIUDADANAS|DESEMP_INGLES|DECIL_INGLES|DECIL_RAZONA_CUANT|DECIL_COMP_CIUDADANA
20142|PRESABER20142003576|ESTUDIANTE|15|CR|1|F|09/11/1998|100|||||85010|AGUAZUL|CASANARE|85010|10|185010000629|126623|JORGE ELIECER GAITAN|M|MIXTO|ACADÉMICO|OFICIAL|N|A|U|CASANARE|AGUAZUL|85|U||||||10|||||||||||||IE JORGE ELIECER GAITAN||||||||||||||85|85010|AGUAZUL|CASANARE|D05|D06|D07|D06|A1|D08|D08|D06
20142|PRESABER20142003577|ESTUDIANTE|15|TI|1|F|19/03/1999||||||11001|BOGOTÁ D.C.|BOGOTA|11001|1|311001107645|147686|COLEGIO BILINGÜE SAN JUAN DE ÁVILA - SEDE PRINCIPAL|C|MIXTO|ACADÉMICO|NO OFICIAL||A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||COLEGIO BILINGÜE SAN JUAN DE ÁVILA||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D05|D07|D08|D02|A2|D10|D09|D03
20142|PRESABER20142003578|ESTUDIANTE|16|TI|1|M|15/10/1998||||||11001|COTA|CUNDINAMARCA|25214|3|311001107645|147686|COLEGIO BILINGÜE SAN JUAN DE ÁVILA - SEDE PRINCIPAL|C|MIXTO|ACADÉMICO|NO OFICIAL||A|U|BOGOTA|BOGOTÁ D.C.|25|U||||||10|||||||||||||COLEGIO BILINGÜE SAN JUAN DE ÁVILA||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D08|D08|D10|D08|B1|D10|D07|D09
20142|PRESABER20142003579|ESTUDIANTE|15|TI|1|F|08/12/1998|100|||||85430|TRINIDAD|CASANARE|85430|10|185430000349|052902|INST TECNICO INTEGRADO DE TRINIDAD|M|MIXTO|TÉCNICO/ACADÉMICO|OFICIAL|N|A|U|CASANARE|TRINIDAD|85|U||||||10|||||||||||||INST TEC INTEGRADO DE TRINIDAD||||||||||||||85|85325|SAN LUIS DE PALENQUE|CASANARE|D05|D04|D04|D06|A1|D07|D05|D05
20142|PRESABER20142003580|ESTUDIANTE|15|TI|1|F|11/01/1999||||||85430|TRINIDAD|CASANARE|85430|10|185430000349|052902|INST TECNICO INTEGRADO DE TRINIDAD|M|MIXTO|TÉCNICO/ACADÉMICO|OFICIAL|N|A|U|CASANARE|TRINIDAD|85|U||||||10|||||||||||||INST TEC INTEGRADO DE TRINIDAD||||||||||||||85|85325|SAN LUIS DE PALENQUE|CASANARE|D04|D05|D01|D02|A-|D01|D09|D03
20142|PRESABER20142003581|ESTUDIANTE|16|TI|1|M|05/02/1998||||||15001|TUNJA|BOYACA|15001|10|315001001842|096578|COLEGIO LOS ÁNGELES|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOYACA|TUNJA|15|U||||||10|||||||||||||COLEGIO LOS ÁNGELES||||||||||||||15|15001|TUNJA|BOYACA|D07|D10|D10|D09|A2|D09|D10|D08
20142|PRESABER20142003582|ESTUDIANTE|15|TI|1|F|20/01/1999|100|||||85430|TRINIDAD|CASANARE|85430|10|185430000349|052902|INST TECNICO INTEGRADO DE TRINIDAD|M|MIXTO|TÉCNICO/ACADÉMICO|OFICIAL|N|A|U|CASANARE|TRINIDAD|85|U||||||10|||||||||||||INST TEC INTEGRADO DE TRINIDAD||||||||||||||85|85325|SAN LUIS DE PALENQUE|CASANARE|D02|D04|D01|D02|A-|D02|D01|D01
20142|PRESABER20142003583|ESTUDIANTE|16|TI|1|M|02/04/1998||||||15001|TUNJA|BOYACA|15001|10|315001001842|096578|COLEGIO LOS ÁNGELES|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOYACA|TUNJA|15|U||||||10|||||||||||||COLEGIO LOS ÁNGELES||||||||||||||15|15001|TUNJA|BOYACA|D10|D10|D10|D10|B1|D10|D10|D10
20142|PRESABER20142003584|ESTUDIANTE|15|TI|1|M|09/11/1998||||||15001|TUNJA|BOYACA|15001|10|315001001842|096578|COLEGIO LOS ÁNGELES|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOYACA|TUNJA|15|U||||||10|||||||||||||COLEGIO LOS ÁNGELES||||||||||||||15|15001|TUNJA|BOYACA|D07|D07|D07|D05|A2|D10|D09|D04
20142|PRESABER20142003585|ESTUDIANTE|17|TI|1|M|03/07/1997||||||52001|PASTO|NARIÑO|52001|10|152001000777|036707|I.E.M. CIUDAD DE PASTO - SEDE PRINCIPAL|T|MIXTO|ACADÉMICO|OFICIAL|N|A|U|NARIÑO|PASTO|52|U||||||10|||||||||||||I.E.M. CIUDAD DE PASTO||||||||||||||52|52001|PASTO|NARIÑO|D03|D03|D03|D05|A-|D02|D05|D03
20142|PRESABER20142003586|ESTUDIANTE|17|TI|1|F|01/02/1997|100|||||76892|CALI|VALLE|76001|4|476892099710|058628|COLEGIO INTERNACIONAL LOS CAÑAVERALES|C|MIXTO|ACADÉMICO|NO OFICIAL|S|B|R|VALLE|YUMBO|76|U||||||10|||||||||||||COLEGIO INTERNACIONAL LOS CAÑAVERALES||||||||||||||76|76001|CALI|VALLE|D10|D10|D10|D10|B+|D10|D09|D10
20142|PRESABER20142003587|ESTUDIANTE|18|TI|1|F|05/10/1996||||||81736|SARAVENA|ARAUCA|81736|10|181736001491|052894|CONCENTRACION DE DESARROLLO RURAL|C|MIXTO|TÉCNICO|OFICIAL|N|A|U|ARAUCA|SARAVENA|81|U||||||10|||||||||||||IE CONCENTRACION DE DESARROLLO RURAL||||||||||||||81|81736|SARAVENA|ARAUCA|D03|D02|D04|D01|A-|D02|D03|D01
20142|PRESABER20142003588|INDIVIDUAL|15|TI|1|M|19/02/1999|||||||BARRANQUILLA|ATLANTICO|08001|1|||||||OTRO||||||8|U|N|4||3|5||N|3||9|9|2|8|12||1|4|4|4427|5|N|S|S|S|S|S|S|S|N|S|S|NINGUNA|08|08001|BARRANQUILLA|ATLANTICO|D08|D07|D10|D09|B1|D10|D09|D09
20142|PRESABER20142003589|ESTUDIANTE|16|TI|1|F|16/05/1998||||||05001|MEDELLIN|ANTIOQUIA|05001|9|105001012106|123760|INST EDUC JUAN MARIA CESPEDES|T|MIXTO|TÉCNICO/ACADÉMICO|OFICIAL|N|A|U|ANTIOQUIA|MEDELLIN|5|U||||||10|||||||||||||INST EDUC JUAN MARIA CESPEDES||||||||||||||05|05001|MEDELLIN|ANTIOQUIA|D04|D06|D07|D02|A-|D01|D06|D03
20142|PRESABER20142003590|INDIVIDUAL|15|TI|1|F|02/01/1999|||||||CARTAGENA|BOLIVAR|13001|4|||||||OTRO||||||13|U|N|4||2|4||N|4||6|10|2|6|9|COLEGIO LA NUEVA ESPERANZA|1|4|4||5|N|S|S|N|S|S|S|S|S|S|S|NINGUNA|13|13001|CARTAGENA|BOLIVAR|D10|D07|D08|D10|A1|D07|D08|D10
20142|PRESABER20142003591|ESTUDIANTE|15|TI|1|M|25/02/1999||||||05001|MEDELLIN|ANTIOQUIA|05001|9|105001012106|123760|INST EDUC JUAN MARIA CESPEDES|T|MIXTO|TÉCNICO/ACADÉMICO|OFICIAL|N|A|U|ANTIOQUIA|MEDELLIN|5|U||||||10|||||||||||||INST EDUC JUAN MARIA CESPEDES||||||||||||||05|05001|MEDELLIN|ANTIOQUIA|D01|D05|D01|D01|A1|D09|D07|D01
20142|PRESABER20142003592|ESTUDIANTE|15|TI|1|F|17/11/1998||||||25290|FUSAGASUGA|CUNDINAMARCA|25290|10|325290000099|008615|COL DE LA PRESENTACION|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|CUNDINAMARCA|FUSAGASUGA|25|U||||||10|||||||||||||COL DE LA PRESENTACION||||||||||||||25|25290|FUSAGASUGA|CUNDINAMARCA|D09|D09|D09|D10|A1|D08|D07|D10
20142|PRESABER20142003593|ESTUDIANTE|16|TI|1|M|15/12/1997||||||05001|MEDELLIN|ANTIOQUIA|05001|9|105001012106|123760|INST EDUC JUAN MARIA CESPEDES|T|MIXTO|TÉCNICO/ACADÉMICO|OFICIAL|N|A|U|ANTIOQUIA|MEDELLIN|5|U||||||10|||||||||||||INST EDUC JUAN MARIA CESPEDES||||||||||||||05|05001|MEDELLIN|ANTIOQUIA|D04|D06|D06|D07|A-|D01|D07|D09
20142|PRESABER20142003594|ESTUDIANTE|16|TI|1|F|05/10/1998||||||05001|MEDELLIN|ANTIOQUIA|05001|9|105001012106|123760|INST EDUC JUAN MARIA CESPEDES|T|MIXTO|TÉCNICO/ACADÉMICO|OFICIAL|N|A|U|ANTIOQUIA|MEDELLIN|5|U||||||10|||||||||||||INST EDUC JUAN MARIA CESPEDES||||||||||||||05|05001|MEDELLIN|ANTIOQUIA|D07|D08|D08|D06|A-|D01|D07|D06
20142|PRESABER20142003595|ESTUDIANTE|15|TI|1|M|05/02/1999||||||05001|MEDELLIN|ANTIOQUIA|05001|9|105001012106|123760|INST EDUC JUAN MARIA CESPEDES|T|MIXTO|TÉCNICO/ACADÉMICO|OFICIAL|N|A|U|ANTIOQUIA|MEDELLIN|5|U||||||10|||||||||||||INST EDUC JUAN MARIA CESPEDES||||||||||||||05|05001|MEDELLIN|ANTIOQUIA|D10|D06|D05|D06|A1|D06|D07|D05
20142|PRESABER20142003596|ESTUDIANTE|16|TI|1|M|18/04/1998||||||05001|MEDELLIN|ANTIOQUIA|05001|9|105001012106|123760|INST EDUC JUAN MARIA CESPEDES|T|MIXTO|TÉCNICO/ACADÉMICO|OFICIAL|N|A|U|ANTIOQUIA|MEDELLIN|5|U||||||10|||||||||||||INST EDUC JUAN MARIA CESPEDES||||||||||||||05|05001|MEDELLIN|ANTIOQUIA|D05|D05|D08|D04|A-|D01|D07|D05
20142|PRESABER20142003597|INDIVIDUAL|16|TI|1|M|10/08/1998|||||||IBAGUE|TOLIMA|73001|10|||||||OTRO||||||73|U|N|4||3|3||N|4||9|10|2|10|5||1|4|4|10416|5|S|S|S|S|S|S|S|S|S|S|S|NINGUNA|73|73001|IBAGUE|TOLIMA|D10|D10|D10|D10|B1|D10|D10|D09
20142|PRESABER20142003598|ESTUDIANTE|16|TI|1|M|23/09/1998||||||05001|MEDELLIN|ANTIOQUIA|05001|9|105001012106|123760|INST EDUC JUAN MARIA CESPEDES|T|MIXTO|TÉCNICO/ACADÉMICO|OFICIAL|N|A|U|ANTIOQUIA|MEDELLIN|5|U||||||10|||||||||||||INST EDUC JUAN MARIA CESPEDES||||||||||||||05|05001|MEDELLIN|ANTIOQUIA|D01|D02|D02|D02|A-|D02|D01|D03
20142|PRESABER20142003599|ESTUDIANTE|17|TI|1|M|21/02/1997||||||05001|MEDELLIN|ANTIOQUIA|05001|9|105001012106|123760|INST EDUC JUAN MARIA CESPEDES|T|MIXTO|TÉCNICO/ACADÉMICO|OFICIAL|N|A|U|ANTIOQUIA|MEDELLIN|5|U||||||10|||||||||||||INST EDUC JUAN MARIA CESPEDES||||||||||||||05|05001|MEDELLIN|ANTIOQUIA|D07|D04|D01|D02|A-|D03|D05|D04
20142|PRESABER20142003600|INDIVIDUAL|16|TI|1|F|25/08/1998|||||||CALI|VALLE|76001|3|||||||OTRO||||||76|U|N|4||4|3||N|1||2|5|2|9|3||1|6|1|3561|2|N|S|S|S|S|S|S|S|N|S|S|NINGUNA|76|76001|CALI|VALLE|D08|D07|D03|D10|A1|D09|D08|D09
20142|PRESABER20142003601|INDIVIDUAL|16|TI|1|F|13/09/1998|||||||CERETE|CORDOBA|23162|10|||||||OTRO||||||23|R|N|4||4|1||N|2||3|4|2|10|9||1|4|2|10167|1|N|S|N|N|N|N|N|S|N|S|N|NINGUNA|23|23162|CERETE|CORDOBA|D02|D07|D02|D02|A-|D04|D06|D03
20142|PRESABER20142003602|ESTUDIANTE|17|TI|1|F|18/12/1996|100|||||11001|BOGOTÁ D.C.|BOGOTA|11001|6|311001001626|022731|GIMNASIO LOS ARRAYANES - SEDE PRINCIPAL|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||GIMNASIO LOS ARRAYANES||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D05|D03|D05|D06|B1|D10|D05|D05
20142|PRESABER20142003603|INDIVIDUAL|17|TI|1|F|25/10/1997|||||||SAN VICENTE DE CHUCURI|SANTANDER|68689|10|||||||OTRO||||||68|U|N|4||2|2||N|2||4|5|2|10|7||1|2|2|8040|2|N|S|N|N|N|S|S|S|S|S|S|NINGUNA|68|68689|SAN VICENTE DE CHUCURI|SANTANDER|D08|D06|D05|D08|A-|D02|D05|D09
20142|PRESABER20142003604|ESTUDIANTE|16|TI|1|F|22/07/1998|100|||||76001|CALI|VALLE|76001|4|376001005626|024430|COL COOMEVA|C|MIXTO|ACADÉMICO|NO OFICIAL|N|B|U|VALLE|CALI|76|U||||||10|||||||||||||COL COOMEVA||||||||||||||76|76001|CALI|VALLE|D09|D10|D09|D06|B1|D10|D10|D07
20142|PRESABER20142003605|ESTUDIANTE|18|TI|1|F|08/01/1996|100|||||76001|CALI|VALLE|76001|4|376001005626|024430|COL COOMEVA|C|MIXTO|ACADÉMICO|NO OFICIAL|N|B|U|VALLE|CALI|76|U||||||10|||||||||||||COL COOMEVA||||||||||||||76|76001|CALI|VALLE|D01|D04|D02|D02|A-|D01|D04|D01
20142|PRESABER20142003606|INDIVIDUAL|16|TI|1|F|13/06/1998|||||||CERETE|CORDOBA|23162|10|||||||OTRO||||||23|U|N|4||4|2||N|4||9|10|2|10|3||1|4|2|6313|5|N|S|N|N|N|S|S|S|S|S|S|NINGUNA|23|23162|CERETE|CORDOBA|D08|D06|D08|D08|A1|D09|D06|D08
20142|PRESABER20142003607|ESTUDIANTE|17|TI|1|F|19/04/1997|100|||||76001|CALI|VALLE|76001|4|376001005626|024430|COL COOMEVA|C|MIXTO|ACADÉMICO|NO OFICIAL|N|B|U|VALLE|CALI|76|U||||||10|||||||||||||COL COOMEVA||||||||||||||76|76001|CALI|VALLE|D09|D06|D09|D08|A1|D09|D07|D09
20142|PRESABER20142003608|ESTUDIANTE|16|TI|1|F|19/04/1998|100|||||76001|CALI|VALLE|76001|4|376001005626|024430|COL COOMEVA|C|MIXTO|ACADÉMICO|NO OFICIAL|N|B|U|VALLE|CALI|76|U||||||10|||||||||||||COL COOMEVA||||||||||||||76|76001|CALI|VALLE|D01|D06|D02|D01|A1|D06|D03|D01
20142|PRESABER20142003609|INDIVIDUAL|15|TI|1|M|25/02/1999|||||||NEIVA|HUILA|41001|10|||||||OTRO||||||41|U|N|4||3|2||N|5||10|8|2|5|2||1|4|4|10544|5|S|S|N|S|S|S|S|S|S|S|S|NINGUNA|41|41001|NEIVA|HUILA|D10|D10|D10|D10|B1|D10|D10|D10
20142|PRESABER20142003610|ESTUDIANTE|16|CR|1|M|15/07/1998|100|||||76001|CALI|VALLE|76001|4|376001005626|024430|COL COOMEVA|C|MIXTO|ACADÉMICO|NO OFICIAL|N|B|U|VALLE|CALI|76|U||||||10|||||||||||||COL COOMEVA||||||||||||||76|76001|CALI|VALLE|D07|D09|D09|D09|A2|D10|D08|D08
20142|PRESABER20142003611|ESTUDIANTE|18|TI|1|M|02/10/1996|100|||||76001|CALI|VALLE|76001|4|376001005626|024430|COL COOMEVA|C|MIXTO|ACADÉMICO|NO OFICIAL|N|B|U|VALLE|CALI|76|U||||||10|||||||||||||COL COOMEVA||||||||||||||76|76001|CALI|VALLE|D01|D02|D02|D01|A1|D06|D01|D03
20142|PRESABER20142003612|ESTUDIANTE|16|TI|1|M|28/09/1998||||||76001|CALI|VALLE|76001|4|376001005626|024430|COL COOMEVA|C|MIXTO|ACADÉMICO|NO OFICIAL|N|B|U|VALLE|CALI|76|U||||||10|||||||||||||COL COOMEVA||||||||||||||76|76001|CALI|VALLE|D05|D07|D05|D02|B1|D10|D06|D02
20142|PRESABER20142003613|INDIVIDUAL|15|TI|1|M|12/05/1999|||||||BOGOTÁ D.C.|BOGOTA|11001|9|||||||OTRO||||||11|U|N|4||4|3||N|4||5|4|2|10|8|colegio de formacion integral mundonuevo|1|5|4||5|S|S|S|S|S|S|S|S|S|S|S|UNA|11|11001|BOGOTÁ D.C.|BOGOTA|D08|D08|D10|D10|A2|D09|D07|D10
20142|PRESABER20142003614|INDIVIDUAL|15|TI|1|F|01/03/1999|||||||BOGOTÁ D.C.|BOGOTA|11001|4|||||||OTRO||||||11|U|N|4||6|3||N|3||5|9|2|6|9|LICEO SANTA BERNARDITA|1|7|2||5|N|S|S|S|S|S|S|S|S|S|S|NINGUNA|11|11001|BOGOTÁ D.C.|BOGOTA|D10|D09|D09|D10|A2|D10|D09|D10
20142|PRESABER20142003615|ESTUDIANTE|16|TI|1|M|09/07/1998||||||05631|MEDELLIN|ANTIOQUIA|05001|10|305631000121|002451|ASPAEN - GIMNASIO LOS ALCAZARES|C|MASCULINO|ACADÉMICO|NO OFICIAL|N|A|U|ANTIOQUIA|SABANETA|5|U||||||10|||||||||||||I.E. ASPAEN - GIMNASIO LOS ALCAZARES                                 ||||||||||||||05|05631|SABANETA|ANTIOQUIA|D09|D10|D10|D10|B1|D10|D10|D10
20142|PRESABER20142003616|ESTUDIANTE|17|TI|1|F|24/07/1997||||||05001|MEDELLIN|ANTIOQUIA|05001|10|305001003769|000372|COL MARYMOUNT|C|FEMENINO|ACADÉMICO|NO OFICIAL|N|B|U|ANTIOQUIA|MEDELLIN|5|R||||||10|||||||||||||COL MARYMOUNT||||||||||||||05|05266|ENVIGADO|ANTIOQUIA|D08|D10|D08|D08|B1|D10|D10|D07
20142|PRESABER20142003617|ESTUDIANTE|14|TI|1|F|26/11/1999||||||70742|SINCE|SUCRE|70742|10|170742000071|015560|INST EDUC SAN JUAN BAUTISTA DE LA SALLE|M|MIXTO|ACADÉMICO|OFICIAL|N|A|U|SUCRE|SINCE|70|U||||||10|||||||||||||INST EDUC SAN JUAN BAUTISTA DE LA SALLE||||||||||||||70|70742|SINCE|SUCRE|D04|D05|D05|D04|A1|D09|D06|D05
20142|PRESABER20142003618|INDIVIDUAL|16|TI|1|F|15/12/1997|100||||||BOGOTÁ D.C.|BOGOTA|11001|1|||||||OTRO||||||11|U|N|4||4|5||N|7||9|8|2|2|1|gimnasio britanico|1|4|4||5|S|S|S|S|S|S|S|S|S|S|S|NINGUNA|11|11001|BOGOTÁ D.C.|BOGOTA|D10|D09|D10|D10|B+|D10|D09|D09
20142|PRESABER20142003619|ESTUDIANTE|15|TI|1|M|29/10/1998|100|||||52001|NARIÑO|NARIÑO|52480|10|152001000777|011213|I.E.M. CIUDAD DE PASTO - SEDE PRINCIPAL|M|MIXTO|ACADÉMICO|OFICIAL|N|A|U|NARIÑO|PASTO|52|U||||||10|||||||||||||I.E.M. CIUDAD DE PASTO||||||||||||||52|52001|PASTO|NARIÑO|D08|D08|D09|D08|A1|D09|D09|D07
20142|PRESABER20142003620|ESTUDIANTE|17|TI|1|F|16/06/1997||||||05001|MEDELLIN|ANTIOQUIA|05001|10|305001003769|000372|COL MARYMOUNT|C|FEMENINO|ACADÉMICO|NO OFICIAL|N|B|U|ANTIOQUIA|MEDELLIN|5|U||||||10|||||||||||||COL MARYMOUNT||||||||||||||05|05266|ENVIGADO|ANTIOQUIA|D10|D10|D07|D08|B1|D10|D10|D09
20142|PRESABER20142003621|ESTUDIANTE|15|TI|1|F|10/03/1999||||||05001|MEDELLIN|ANTIOQUIA|05001|10|305001004668|101832|COL GIMN LOS PINARES|T|FEMENINO|ACADÉMICO|NO OFICIAL|N|B|U|ANTIOQUIA|MEDELLIN|5|U||||||10|||||||||||||COL GIMN LOS PINARES||||||||||||||05|05631|SABANETA|ANTIOQUIA|D07|D09|D09|D07|B1|D10|D07|D07
20142|PRESABER20142003622|ESTUDIANTE|15|TI|1|F|06/11/1998||||||25290|FUSAGASUGA|CUNDINAMARCA|25290|10|325290000099|008615|COL DE LA PRESENTACION|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|CUNDINAMARCA|FUSAGASUGA|25|U||||||10|||||||||||||COL DE LA PRESENTACION||||||||||||||25|25290|FUSAGASUGA|CUNDINAMARCA|D09|D07|D09|D10|A1|D09|D08|D10
20142|PRESABER20142003623|ESTUDIANTE|15|TI|1|M|21/11/1998||||||25290|FUSAGASUGA|CUNDINAMARCA|25290|10|325290001214|057422|COL FUND MANUEL AYA|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|CUNDINAMARCA|FUSAGASUGA|25|U||||||10|||||||||||||COL FUND MANUEL AYA||||||||||||||25|25290|FUSAGASUGA|CUNDINAMARCA|D08|D06|D08|D02|A1|D07|D04|D03
20142|PRESABER20142003624|ESTUDIANTE|16|TI|1|M|24/03/1998||||||25290|FUSAGASUGA|CUNDINAMARCA|25290|10|325290001214|057422|COL FUND MANUEL AYA|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|CUNDINAMARCA|FUSAGASUGA|25|U||||||10|||||||||||||COL FUND MANUEL AYA||||||||||||||25|25290|FUSAGASUGA|CUNDINAMARCA|D10|D06|D09|D10|A2|D10|D08|D09
20142|PRESABER20142003625|ESTUDIANTE|15|TI|1|F|19/04/1999||||||25290|FUSAGASUGA|CUNDINAMARCA|25290|10|325290000099|008615|COL DE LA PRESENTACION|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|CUNDINAMARCA|FUSAGASUGA|25|U||||||10|||||||||||||COL DE LA PRESENTACION||||||||||||||25|25290|FUSAGASUGA|CUNDINAMARCA|D05|D08|D07|D08|A1|D06|D09|D09
20142|PRESABER20142003626|ESTUDIANTE|16|TI|1|F|06/01/1998||||||25290|FUSAGASUGA|CUNDINAMARCA|25290|10|325290002334|153296|COL. CAMP. LEON DE GREIFF - SEDE PRINCIPAL|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|CUNDINAMARCA|FUSAGASUGA|25|R||||||10|||||||||||||COL. CAMP. LEON DE GREIFF||||||||||||||25|25290|FUSAGASUGA|CUNDINAMARCA|D05|D04|D01|D01|A-|D04|D04|D01
20142|PRESABER20142003627|ESTUDIANTE|16|TI|1|M|20/10/1998||||||25290|FUSAGASUGA|CUNDINAMARCA|25290|10|325290001214|057422|COL FUND MANUEL AYA|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|CUNDINAMARCA|FUSAGASUGA|25|U||||||10|||||||||||||COL FUND MANUEL AYA||||||||||||||25|25290|FUSAGASUGA|CUNDINAMARCA|D10|D07|D09|D10|A1|D08|D05|D10
20142|PRESABER20142003628|ESTUDIANTE|16|TI|1|M|01/06/1998||||||25290|FUSAGASUGA|CUNDINAMARCA|25290|10|325290001214|057422|COL FUND MANUEL AYA|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|CUNDINAMARCA|FUSAGASUGA|25|U||||||10|||||||||||||COL FUND MANUEL AYA||||||||||||||25|25290|FUSAGASUGA|CUNDINAMARCA|D08|D06|D07|D10|A-|D05|D09|D09
20142|PRESABER20142003629|ESTUDIANTE|16|TI|1|F|26/11/1997||||||25290|FUSAGASUGA|CUNDINAMARCA|25290|10|325290000099|008615|COL DE LA PRESENTACION|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|CUNDINAMARCA|FUSAGASUGA|25|U||||||10|||||||||||||COL DE LA PRESENTACION||||||||||||||25|25290|FUSAGASUGA|CUNDINAMARCA|D08|D08|D08|D06|A2|D09|D09|D07
20142|PRESABER20142003630|ESTUDIANTE|15|TI|1|F|23/11/1998||||||25290|FUSAGASUGA|CUNDINAMARCA|25290|10|325290001214|057422|COL FUND MANUEL AYA|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|CUNDINAMARCA|FUSAGASUGA|25|U||||||10|||||||||||||COL FUND MANUEL AYA||||||||||||||25|25290|FUSAGASUGA|CUNDINAMARCA|D06|D08|D06|D06|A-|D05|D09|D06
20142|PRESABER20142003631|ESTUDIANTE|15|TI|1|F|23/11/1998||||||25290|FUSAGASUGA|CUNDINAMARCA|25290|10|325290001214|057422|COL FUND MANUEL AYA|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|CUNDINAMARCA|FUSAGASUGA|25|U||||||10|||||||||||||COL FUND MANUEL AYA||||||||||||||25|25290|FUSAGASUGA|CUNDINAMARCA|D05|D04|D07|D03|A-|D01|D04|D03
20142|PRESABER20142003632|ESTUDIANTE|15|TI|1|M|09/03/1999||||||05631|SABANETA|ANTIOQUIA|05631|10|305631000121|002451|ASPAEN - GIMNASIO LOS ALCAZARES|C|MASCULINO|ACADÉMICO|NO OFICIAL|N|A|U|ANTIOQUIA|SABANETA|5|U||||||10|||||||||||||I.E. ASPAEN - GIMNASIO LOS ALCAZARES                                 ||||||||||||||05|05631|SABANETA|ANTIOQUIA|D04|D05|D04|D02|A1|D09|D06|D05
20142|PRESABER20142003633|ESTUDIANTE|17|TI|1|M|07/07/1997||||||08001|BARRANQUILLA|ATLANTICO|08001|6|308001000688|002964|ATENEO TEC COMERCIAL|C|MIXTO|TÉCNICO/ACADÉMICO|NO OFICIAL|N|A|U|ATLANTICO|BARRANQUILLA|8|U||||||10|||||||||||||ATENEO TECNICO COMERCIAL||||||||||||||08|08001|BARRANQUILLA|ATLANTICO|D05|D07|D05|D06|A-|D01|D06|D05
